"REGISTRACIJA";"Fluimucil&#174;";"acetilcistein";"BR";"oralni rastvor; 100mg/5mL; boca staklena, 1x100mL";"515-01-04359-17-001";"2019-05-29";"2024-05-29";"ZAMBON S.P.A. - Italija ";"BONIFAR DOO NOVI BEOGRAD";"R05CB01";"8606103110435";"2112401";"Humani lekovi";"409130";"/";"";"2235";"2261";
"OBNOVA";"Fluimucil&#174; 100";"acetilcistein";"BR";"granule za oralni rastvor; 100mg; kesica, 30x1g";"515-01-05141-16-001";"2017-09-18";"2022-09-18";"ZAMBON SWITZERLAND LTD - &#352;vajcarska ";"BONIFAR DOO NOVI BEOGRAD";"R05CB01";"8606103110183";"3112210";"Humani lekovi";"383270";"/";"";"2935";"2261";
"OBNOVA";"Fluimucil&#174; 200";"acetilcistein";"BR";"granule za oralni rastvor; 200mg; kesica, 30x1g";"515-01-05142-16-001";"2017-09-18";"2022-09-18";"ZAMBON SWITZERLAND LTD - &#352;vajcarska ";"BONIFAR DOO NOVI BEOGRAD";"R05CB01";"8606103110190";"3112211";"Humani lekovi";"383272";"/";"";"2935";"2261";
"OBNOVA";"Fluimucil&#174; 600";"acetilcistein";"BR";"&#353;ume&#263;a tableta; 600mg; strip, 5x2kom";"515-01-01086-22-001";"2023-02-02";"2073-02-02";"ZAMBON SWITZERLAND LTD - &#352;vajcarska ";"BONIFAR DOO NOVI BEOGRAD";"R05CB01";"8606103110206";"1112212";"Humani lekovi";"461533";"/";"";"2935";"2261";
"REGISTRACIJA";"Mukobel&#174;";"acetilcistein";"BR";"&#353;ume&#263;a tableta; 200mg; kontejner za tablete, 1x20kom";"515-01-04766-15-001";"2017-11-06";"2022-11-06";"BELUPO, LIJEKOVI I KOZMETIKA D.D. - Hrvatska ";"PREDSTAVNI&#352;TVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VO&#381;DOVAC)";"R05CB01";"3850343028363";"1112409";"Humani lekovi";"386029";"/";"";"4126";"4109";
"REGISTRACIJA";"Mukobel&#174;";"acetilcistein";"BR";"&#353;ume&#263;a tableta; 600mg; kontejner za tablete, 1x10kom";"515-01-04767-15-001";"2017-11-06";"2022-11-06";"BELUPO, LIJEKOVI I KOZMETIKA D.D. - Hrvatska ";"PREDSTAVNI&#352;TVO BELUPO, LIJEKOVI I KOZMETIKA D.D., BEOGRAD (VO&#381;DOVAC)";"R05CB01";"3850343028356";"1112410";"Humani lekovi";"386038";"/";"";"4126";"4109";
"OBNOVA";"Anbol&#174;";"acetilsalicilna kiselina";"BR";"tableta; 300mg; blister, 2x10kom";"515-01-00172-18-002";"2019-01-31";"2024-01-31";"GALENIKA AD BEOGRAD - Republika Srbija ";"GALENIKA AD BEOGRAD";"N02BA01";"8608808107178";"1086805";"Humani lekovi";"400007";"/";"";"3226";"3226";
"REGISTRACIJA";"Anbol&#174; CARDIO";"acetilsalicilna kiselina";"BR";"gastrorezistentna tableta; 100mg; blister, 2x15kom";"515-01-03339-19-001";"2020-07-23";"2025-07-23";"FARMALIDER, S.A. - &#352;panija ";"GALENIKA AD BEOGRAD";"B01AC06";"8608808109745";"1086811";"Humani lekovi";"433275";"/";"";"13445";"3226";
"REGISTRACIJA";"Anbol&#174; CARDIO";"acetilsalicilna kiselina";"BR";"gastrorezistentna tableta; 100mg; blister, 2x15kom";"515-01-03339-19-001";"2020-07-23";"2025-07-23";"LABORATORIOS MEDICAMENTOS INTERNACIONALES, S.A. - &#352;panija ";"GALENIKA AD BEOGRAD";"B01AC06";"8608808109745";"1086811";"Humani lekovi";"433319";"/";"";"35196";"3226";
"REGISTRACIJA";"Anbol&#174; CARDIO";"acetilsalicilna kiselina";"BR";"gastrorezistentna tableta; 100mg; blister, 2x15kom";"515-01-03339-19-001";"2020-07-23";"2025-07-23";"TOLL MANUFACTURING SERVICES, S.L. - &#352;panija ";"GALENIKA AD BEOGRAD";"B01AC06";"8608808109745";"1086811";"Humani lekovi";"433318";"/";"";"27979";"3226";
